country;central_bank;wikipedia_bank_url;source_type;source_label;wiki_name;cargo;name_source;start_year;end_year;row_data;resolved_row_data
Brazil;Central Bank of Brazil;https://en.wikipedia.org/wiki/Central_Bank_of_Brazil;wikitable;No. Portrait President Took office Left office Time in office Appointed by | Appointed by the Executive;Paulo Hortêncio Pereira Lima;President;President;1974;1979;{'No.': '4', 'President': 'Paulo Hortêncio Pereira Lima (born 1930)', 'Took office': '15 March 1974', 'Left office': '15 March 1979', 'Time in office': '5 years, 0 days', 'Appointed by': 'Ernesto Geisel'};{'No.': '4', 'President': 'Paulo Hortêncio Pereira Lima (born 1930)', 'Took office': '15 March 1974', 'Left office': '15 March 1979', 'Time in office': '5 years, 0 days', 'Appointed by': 'Ernesto Geisel'}
Brazil;Central Bank of Brazil;https://en.wikipedia.org/wiki/Central_Bank_of_Brazil;wikitable;No. Portrait President Took office Left office Time in office Appointed by | Appointed by the Executive;Carlos Brandão;President;President;1979;1979;{'No.': '5', 'President': 'Carlos Brandão (1928–2016)', 'Took office': '15 March 1979', 'Left office': '17 August 1979', 'Time in office': '155 days', 'Appointed by': 'João Figueiredo'};{'No.': '5', 'President': 'Carlos Brandão (1928–2016)', 'Took office': '15 March 1979', 'Left office': '17 August 1979', 'Time in office': '155 days', 'Appointed by': 'João Figueiredo'}
Brazil;Central Bank of Brazil;https://en.wikipedia.org/wiki/Central_Bank_of_Brazil;wikitable;No. Portrait President Took office Left office Time in office Appointed by | Appointed by the Executive;Ernane Galvêas;President;President;1979;1980;{'No.': '6', 'President': 'Ernane Galvêas (1922–2022)', 'Took office': '17 August 1979', 'Left office': '18 January 1980', 'Time in office': '154 days', 'Appointed by': 'João Figueiredo'};{'No.': '6', 'President': 'Ernane Galvêas (1922–2022)', 'Took office': '17 August 1979', 'Left office': '18 January 1980', 'Time in office': '154 days', 'Appointed by': 'João Figueiredo'}
Brazil;Central Bank of Brazil;https://en.wikipedia.org/wiki/Central_Bank_of_Brazil;wikitable;No. Portrait President Took office Left office Time in office Appointed by | Appointed by the Executive;Carlos Geraldo Langoni;President;President;1980;1983;{'No.': '7', 'President': 'Carlos Geraldo Langoni (1944–2021)', 'Took office': '18 January 1980', 'Left office': '5 September 1983', 'Time in office': '3 years, 230 days', 'Appointed by': 'João Figueiredo'};{'No.': '7', 'President': 'Carlos Geraldo Langoni (1944–2021)', 'Took office': '18 January 1980', 'Left office': '5 September 1983', 'Time in office': '3 years, 230 days', 'Appointed by': 'João Figueiredo'}
Brazil;Central Bank of Brazil;https://en.wikipedia.org/wiki/Central_Bank_of_Brazil;wikitable;No. Portrait President Took office Left office Time in office Appointed by | Appointed by the Executive;Affonso Celso Pastore;President;President;1983;1985;{'No.': '8', 'President': 'Affonso Celso Pastore (1939–2024)', 'Took office': '5 September 1983', 'Left office': '15 March 1985', 'Time in office': '1 year, 191 days', 'Appointed by': 'João Figueiredo'};{'No.': '8', 'President': 'Affonso Celso Pastore (1939–2024)', 'Took office': '5 September 1983', 'Left office': '15 March 1985', 'Time in office': '1 year, 191 days', 'Appointed by': 'João Figueiredo'}
Brazil;Central Bank of Brazil;https://en.wikipedia.org/wiki/Central_Bank_of_Brazil;wikitable;No. Portrait President Took office Left office Time in office Appointed by | Appointed by the Executive;Antônio Carlos Lemgruber;President;President;1985;1985;{'No.': '9', 'President': 'Antônio Carlos Lemgruber (1947–2011)', 'Took office': '15 March 1985', 'Left office': '28 August 1985', 'Time in office': '166 days', 'Appointed by': 'José Sarney'};{'No.': '9', 'President': 'Antônio Carlos Lemgruber (1947–2011)', 'Took office': '15 March 1985', 'Left office': '28 August 1985', 'Time in office': '166 days', 'Appointed by': 'José Sarney'}
Brazil;Central Bank of Brazil;https://en.wikipedia.org/wiki/Central_Bank_of_Brazil;wikitable;No. Portrait President Took office Left office Time in office Appointed by | Appointed by the Executive;Fernando Carlos Bracher;President;President;1985;1987;{'No.': '10', 'President': 'Fernando Carlos Bracher (1935–2019)', 'Took office': '28 August 1985', 'Left office': '11 February 1987', 'Time in office': '1 year, 167 days', 'Appointed by': 'José Sarney'};{'No.': '10', 'President': 'Fernando Carlos Bracher (1935–2019)', 'Took office': '28 August 1985', 'Left office': '11 February 1987', 'Time in office': '1 year, 167 days', 'Appointed by': 'José Sarney'}
Brazil;Central Bank of Brazil;https://en.wikipedia.org/wiki/Central_Bank_of_Brazil;wikitable;No. Portrait President Took office Left office Time in office Appointed by | Appointed by the Executive;Francisco Gros;President;President;1987;1987;{'No.': '11', 'President': 'Francisco Gros (1942–2010)', 'Took office': '11 February 1987', 'Left office': '30 April 1987', 'Time in office': '78 days', 'Appointed by': 'José Sarney'};{'No.': '11', 'President': 'Francisco Gros (1942–2010)', 'Took office': '11 February 1987', 'Left office': '30 April 1987', 'Time in office': '78 days', 'Appointed by': 'José Sarney'}
Brazil;Central Bank of Brazil;https://en.wikipedia.org/wiki/Central_Bank_of_Brazil;wikitable;No. Portrait President Took office Left office Time in office Appointed by | Appointed by the Executive;Lycio de Faria;President;President;1987;1987;{'President': 'Lycio de Faria (born 1929) Acting', 'Took office': '30 April 1987', 'Left office': '4 May 1987', 'Time in office': '4 days', 'Appointed by': 'José Sarney'};{'President': 'Lycio de Faria (born 1929) Acting', 'Took office': '30 April 1987', 'Left office': '4 May 1987', 'Time in office': '4 days', 'Appointed by': 'José Sarney'}
Brazil;Central Bank of Brazil;https://en.wikipedia.org/wiki/Central_Bank_of_Brazil;wikitable;No. Portrait President Took office Left office Time in office Appointed by | Appointed by the Executive;Fernando Milliet;President;President;1987;1988;{'No.': '12', 'President': 'Fernando Milliet (born 1942)', 'Took office': '4 May 1987', 'Left office': '9 March 1988', 'Time in office': '310 days', 'Appointed by': 'José Sarney'};{'No.': '12', 'President': 'Fernando Milliet (born 1942)', 'Took office': '4 May 1987', 'Left office': '9 March 1988', 'Time in office': '310 days', 'Appointed by': 'José Sarney'}
Brazil;Central Bank of Brazil;https://en.wikipedia.org/wiki/Central_Bank_of_Brazil;wikitable;No. Portrait President Took office Left office Time in office Appointed by | Appointed by the Executive;Elmo de Araújo Camões;President;President;1988;1989;{'No.': '13', 'President': 'Elmo de Araújo Camões (1927–2022)', 'Took office': '9 March 1988', 'Left office': '22 June 1989', 'Time in office': '1 year, 105 days', 'Appointed by': 'José Sarney'};{'No.': '13', 'President': 'Elmo de Araújo Camões (1927–2022)', 'Took office': '9 March 1988', 'Left office': '22 June 1989', 'Time in office': '1 year, 105 days', 'Appointed by': 'José Sarney'}
Brazil;Central Bank of Brazil;https://en.wikipedia.org/wiki/Central_Bank_of_Brazil;wikitable;No. Portrait President Took office Left office Time in office Appointed by | Appointed by the Executive;Wadico Waldir Bucchi;President;President;1989;1990;{'No.': '14', 'President': 'Wadico Waldir Bucchi (born 1951)', 'Took office': '22 June 1989', 'Left office': '15 March 1990', 'Time in office': '266 days', 'Appointed by': 'José Sarney'};{'No.': '14', 'President': 'Wadico Waldir Bucchi (born 1951)', 'Took office': '22 June 1989', 'Left office': '15 March 1990', 'Time in office': '266 days', 'Appointed by': 'José Sarney'}
Brazil;Central Bank of Brazil;https://en.wikipedia.org/wiki/Central_Bank_of_Brazil;wikitable;No. Portrait President Took office Left office Time in office Appointed by | Appointed by the Executive;Ibrahim Eris;President;President;1990;1991;{'No.': '15', 'President': 'Ibrahim Eris (born 1944)', 'Took office': '15 March 1990', 'Left office': '17 May 1991', 'Time in office': '1 year, 63 days', 'Appointed by': 'Fernando Collor de Mello'};{'No.': '15', 'President': 'Ibrahim Eris (born 1944)', 'Took office': '15 March 1990', 'Left office': '17 May 1991', 'Time in office': '1 year, 63 days', 'Appointed by': 'Fernando Collor de Mello'}
Brazil;Central Bank of Brazil;https://en.wikipedia.org/wiki/Central_Bank_of_Brazil;wikitable;No. Portrait President Took office Left office Time in office Appointed by | Appointed by the Executive;Francisco Gros;President;President;1991;1992;{'No.': '16', 'President': 'Francisco Gros (1942–2010)', 'Took office': '17 May 1991', 'Left office': '13 November 1992', 'Time in office': '1 year, 180 days', 'Appointed by': 'Fernando Collor'};{'No.': '16', 'President': 'Francisco Gros (1942–2010)', 'Took office': '17 May 1991', 'Left office': '13 November 1992', 'Time in office': '1 year, 180 days', 'Appointed by': 'Fernando Collor'}
Brazil;Central Bank of Brazil;https://en.wikipedia.org/wiki/Central_Bank_of_Brazil;wikitable;No. Portrait President Took office Left office Time in office Appointed by | Appointed by the Executive;Gustavo Loyola;President;President;1992;1993;{'No.': '17', 'President': 'Gustavo Loyola (born 1952)', 'Took office': '13 November 1992', 'Left office': '29 March 1993', 'Time in office': '136 days', 'Appointed by': 'Itamar Franco'};{'No.': '17', 'President': 'Gustavo Loyola (born 1952)', 'Took office': '13 November 1992', 'Left office': '29 March 1993', 'Time in office': '136 days', 'Appointed by': 'Itamar Franco'}
Brazil;Central Bank of Brazil;https://en.wikipedia.org/wiki/Central_Bank_of_Brazil;wikitable;No. Portrait President Took office Left office Time in office Appointed by | Appointed by the Executive;Paulo César Ximenes;President;President;1993;1993;{'No.': '18', 'President': 'Paulo César Ximenes (born 1943)', 'Took office': '29 March 1993', 'Left office': '9 September 1993', 'Time in office': '164 days', 'Appointed by': 'Itamar Franco'};{'No.': '18', 'President': 'Paulo César Ximenes (born 1943)', 'Took office': '29 March 1993', 'Left office': '9 September 1993', 'Time in office': '164 days', 'Appointed by': 'Itamar Franco'}
Brazil;Central Bank of Brazil;https://en.wikipedia.org/wiki/Central_Bank_of_Brazil;wikitable;No. Portrait President Took office Left office Time in office Appointed by | Appointed by the Executive;Pedro Malan;President;President;1993;1995;{'No.': '19', 'President': 'Pedro Malan (born 1943)', 'Took office': '9 September 1993', 'Left office': '1 January 1995', 'Time in office': '1 year, 114 days', 'Appointed by': 'Itamar Franco'};{'No.': '19', 'President': 'Pedro Malan (born 1943)', 'Took office': '9 September 1993', 'Left office': '1 January 1995', 'Time in office': '1 year, 114 days', 'Appointed by': 'Itamar Franco'}
Brazil;Central Bank of Brazil;https://en.wikipedia.org/wiki/Central_Bank_of_Brazil;wikitable;No. Portrait President Took office Left office Time in office Appointed by | Appointed by the Executive;Gustavo Franco;President;President;1995;1995;{'President': 'Gustavo Franco (born 1956) Acting', 'Took office': '1 January 1995', 'Left office': '11 January 1995', 'Time in office': '10 days', 'Appointed by': 'Fernando Henrique Cardoso'};{'President': 'Gustavo Franco (born 1956) Acting', 'Took office': '1 January 1995', 'Left office': '11 January 1995', 'Time in office': '10 days', 'Appointed by': 'Fernando Henrique Cardoso'}
Brazil;Central Bank of Brazil;https://en.wikipedia.org/wiki/Central_Bank_of_Brazil;wikitable;No. Portrait President Took office Left office Time in office Appointed by | Appointed by the Executive;Pérsio Arida;President;President;1995;1995;{'No.': '20', 'President': 'Pérsio Arida (born 1952)', 'Took office': '11 January 1995', 'Left office': '13 June 1995', 'Time in office': '153 days', 'Appointed by': 'Fernando Henrique Cardoso'};{'No.': '20', 'President': 'Pérsio Arida (born 1952)', 'Took office': '11 January 1995', 'Left office': '13 June 1995', 'Time in office': '153 days', 'Appointed by': 'Fernando Henrique Cardoso'}
Brazil;Central Bank of Brazil;https://en.wikipedia.org/wiki/Central_Bank_of_Brazil;wikitable;No. Portrait President Took office Left office Time in office Appointed by | Appointed by the Executive;Gustavo Loyola;President;President;1995;1997;{'No.': '21', 'President': 'Gustavo Loyola (born 1952)', 'Took office': '13 June 1995', 'Left office': '20 August 1997', 'Time in office': '2 years, 68 days', 'Appointed by': 'Fernando Henrique Cardoso'};{'No.': '21', 'President': 'Gustavo Loyola (born 1952)', 'Took office': '13 June 1995', 'Left office': '20 August 1997', 'Time in office': '2 years, 68 days', 'Appointed by': 'Fernando Henrique Cardoso'}
Brazil;Central Bank of Brazil;https://en.wikipedia.org/wiki/Central_Bank_of_Brazil;wikitable;No. Portrait President Took office Left office Time in office Appointed by | Appointed by the Executive;Gustavo Franco;President;President;1997;1999;{'No.': '22', 'President': 'Gustavo Franco (born 1956)', 'Took office': '20 August 1997', 'Left office': '4 March 1999', 'Time in office': '1 year, 196 days', 'Appointed by': 'Fernando Henrique Cardoso'};{'No.': '22', 'President': 'Gustavo Franco (born 1956)', 'Took office': '20 August 1997', 'Left office': '4 March 1999', 'Time in office': '1 year, 196 days', 'Appointed by': 'Fernando Henrique Cardoso'}
Brazil;Central Bank of Brazil;https://en.wikipedia.org/wiki/Central_Bank_of_Brazil;wikitable;No. Portrait President Took office Left office Time in office Appointed by | Appointed by the Executive;Armínio Fraga;President;President;1999;2003;{'No.': '23', 'President': 'Armínio Fraga (born 1957)', 'Took office': '4 March 1999', 'Left office': '1 January 2003', 'Time in office': '3 years, 303 days', 'Appointed by': 'Fernando Henrique Cardoso'};{'No.': '23', 'President': 'Armínio Fraga (born 1957)', 'Took office': '4 March 1999', 'Left office': '1 January 2003', 'Time in office': '3 years, 303 days', 'Appointed by': 'Fernando Henrique Cardoso'}
Brazil;Central Bank of Brazil;https://en.wikipedia.org/wiki/Central_Bank_of_Brazil;wikitable;No. Portrait President Took office Left office Time in office Appointed by | Appointed by the Executive;Henrique Meirelles;President;President;2003;2011;{'No.': '24', 'President': 'Henrique Meirelles (born 1945)', 'Took office': '1 January 2003', 'Left office': '1 January 2011', 'Time in office': '8 years, 0 days', 'Appointed by': 'Luiz Inácio Lula da Silva'};{'No.': '24', 'President': 'Henrique Meirelles (born 1945)', 'Took office': '1 January 2003', 'Left office': '1 January 2011', 'Time in office': '8 years, 0 days', 'Appointed by': 'Luiz Inácio Lula da Silva'}
Brazil;Central Bank of Brazil;https://en.wikipedia.org/wiki/Central_Bank_of_Brazil;wikitable;No. Portrait President Took office Left office Time in office Appointed by | Appointed by the Executive;Alexandre Tombini;President;President;2011;2016;{'No.': '25', 'President': 'Alexandre Tombini (born 1963)', 'Took office': '1 January 2011', 'Left office': '9 June 2016', 'Time in office': '5 years, 160 days', 'Appointed by': 'Dilma Rousseff'};{'No.': '25', 'President': 'Alexandre Tombini (born 1963)', 'Took office': '1 January 2011', 'Left office': '9 June 2016', 'Time in office': '5 years, 160 days', 'Appointed by': 'Dilma Rousseff'}
Brazil;Central Bank of Brazil;https://en.wikipedia.org/wiki/Central_Bank_of_Brazil;wikitable;No. Portrait President Took office Left office Time in office Appointed by | Appointed by the Executive;Ilan Goldfajn;President;President;2016;2019;{'No.': '26', 'President': 'Ilan Goldfajn (born 1966)', 'Took office': '9 June 2016', 'Left office': '27 February 2019', 'Time in office': '2 years, 263 days', 'Appointed by': 'Michel Temer'};{'No.': '26', 'President': 'Ilan Goldfajn (born 1966)', 'Took office': '9 June 2016', 'Left office': '27 February 2019', 'Time in office': '2 years, 263 days', 'Appointed by': 'Michel Temer'}
Brazil;Central Bank of Brazil;https://en.wikipedia.org/wiki/Central_Bank_of_Brazil;wikitable;No. Portrait President Took office Left office Time in office Appointed by | Appointed by the Executive;Roberto Campos Neto;President;President;2019;2021;{'No.': '27', 'President': 'Roberto Campos Neto (born 1969)', 'Took office': '28 February 2019', 'Left office': '1 January 2021', 'Time in office': '1 year, 308 days', 'Appointed by': 'Jair Bolsonaro'};{'No.': '27', 'President': 'Roberto Campos Neto (born 1969)', 'Took office': '28 February 2019', 'Left office': '1 January 2021', 'Time in office': '1 year, 308 days', 'Appointed by': 'Jair Bolsonaro'}
Brazil;Central Bank of Brazil;https://en.wikipedia.org/wiki/Central_Bank_of_Brazil;wikitable;No. Portrait President Took office Left office Time in office Elected during | Under Autonomous Election;Roberto Campos Neto;President;President;2021;2024;{'No.': '27', 'President': 'Roberto Campos Neto (born 1969)', 'Took office': '1 January 2021', 'Left office': '31 December 2024', 'Time in office': '3 years, 365 days', 'Elected during': 'Jair Bolsonaro'};{'No.': '27', 'President': 'Roberto Campos Neto (born 1969)', 'Took office': '1 January 2021', 'Left office': '31 December 2024', 'Time in office': '3 years, 365 days', 'Elected during': 'Jair Bolsonaro'}
Brazil;Central Bank of Brazil;https://en.wikipedia.org/wiki/Central_Bank_of_Brazil;wikitable;No. Portrait President Took office Left office Time in office Elected during | Under Autonomous Election;Gabriel Galípolo;President;President;2025;Incumbent;{'No.': '28', 'President': 'Gabriel Galípolo (born 1982)', 'Took office': '1 January 2025', 'Left office': 'Incumbent', 'Time in office': '1 year, 119 days', 'Elected during': 'Luiz Inácio Lula da Silva'};{'No.': '28', 'President': 'Gabriel Galípolo (born 1982)', 'Took office': '1 January 2025', 'Left office': 'Incumbent', 'Time in office': '1 year, 119 days', 'Elected during': 'Luiz Inácio Lula da Silva'}
Brunei;Brunei Darussalam Central Bank;https://en.wikipedia.org/wiki/Brunei_Darussalam_Central_Bank;infobox;Chairman;Khairuddin Abdul Hamid;Chair;Chairman;;;{'Chairman': 'Khairuddin Abdul Hamid'};{'Chairman': 'Khairuddin Abdul Hamid'}
Bulgaria;European Central Bank ( Bulgarian National Bank );https://en.wikipedia.org/wiki/European_Central_Bank;infobox;Key people;Christine Lagarde;president;Key people;;;{'Key people': 'Christine Lagarde ( president ) Luis de Guindos ( vice president ) Philip R. Lane (chief economist)'};{'Key people': 'Christine Lagarde ( president ) Luis de Guindos ( vice president ) Philip R. Lane (chief economist)'}
Bulgaria;European Central Bank ( Bulgarian National Bank );https://en.wikipedia.org/wiki/European_Central_Bank;infobox;Key people;Luis de Guindos;vice president;Key people;;;{'Key people': 'Christine Lagarde ( president ) Luis de Guindos ( vice president ) Philip R. Lane (chief economist)'};{'Key people': 'Christine Lagarde ( president ) Luis de Guindos ( vice president ) Philip R. Lane (chief economist)'}
